Name,Image,Species,Personality,Gender,Birthday,Default Catchphrase,Default Clothing,Default Umbrella,Liked Look,Disliked Look,Favorite Color,Favorite Series,Furniture Taste #1,Furniture Taste #2,Furniture,House Song,Wallpaper,Carpet,Starting Villager,Name (Japanese),Name (Spanish),Name (French),Name (German),Name (Italian),Name (Korean),Catchphrase (Japanese),Catchphrase (Spanish NA),Catchphrase (Spanish EU),Catchphrase (French NA),Catchphrase (French EU),Catchphrase (German),Catchphrase (Italian),Catchphrase (Korean),New to Series,Notes,Villager ID,Hex ID
Rowan,,Tiger,Jock,Male,August 26,mango,aqua polka shirt,bat umbrella,funky,subtle,yellow,Exotic,dignified,retro,green table; exotic screen; green bench; green bed; green counter; frog-woman pole; bear pole; rubber tree; sproid; grasshopper;,Aloha K.K.,bamboo wall,bamboo flooring,Yes,ゴメス,Miguelón,Marito,Gisbert,Ernesto,고메스,まったく,turista,turista,banane,banane,mango,mango,내참,No,,tig01,00B9
Chief,,Wolf,Cranky,Male,December 19,harrumph,red bar shirt,elegant umbrella,subtle,stylish,gray,Robo,dignified,trendy,modern bed; iron frame; modern cabinet; robo-TV; iron frame; tape deck; odd clock; robo-clock; red clock; owl clock;,DJ K.K.,industrial wall,steel flooring,Yes,チーフ,Zoilo,Chef,Sascha,Artiglio,대장,やんか,ejem,ejem,mmmph,mmmph,harrumff,arrrgh,그렇잖여,No,,wol00,00BA
Lobo,,Wolf,Cranky,Male,November 5,ah-rooooo,checkered shirt,paper parasol,subtle,funky,black,Cabin,playful,retro,cabin table; cabin couch; ranch bed; retro stereo; globe; djimbe drum; djimbe drum; conga drum; folk guitar;,K.K. Safari,stone wall,cowhide rug,Yes,ブンジロウ,Lupo,Lobo,Lupo,Lupen,늑태,だぜよ,auuuh,auuuh,ah rooooo,ah rooooo,auuuuuu,etchuuuu,봐봐,No,,wol01,00BB
Wolfgang,,Wolf,Cranky,Male,November 25,snarrrl,Gracie's top,paper parasol,cool,cute,black,Modern,dignified,trendy,modern bed; modern sofa; high-end stereo; howloid; mini echoid; piranha; mini howloid; rock guitar;,K.K. Song,concrete wall,modern tile,Yes,ロボ,Wolfi,Wolfgang,Weber,Wolfgang,로보,のな,grauuuh,grauuuh,snurffff,snurffff,knurrr,zanna,거봐,No,,wol02,00BC
Whitney,,Wolf,Snooty,Female,September 17,snappy,floral knit,zebra umbrella,stylish,refined,purple,Classic,dignified,trendy,classic bed; hi-fi stereo; classic bookcase; regal sofa; fireplace; classic wardrobe; classic clock; weeping fig; cabana lamp; Baby bear;,Lucky K.K.,stone wall,round carpet,Yes,ビアンカ,Lupe,Blanche,Lupa,Bianca,비앙카,ステキね,auf-auf,auf-auf,sbam,sbam,jaulll,snappy,멋져,No,,wol03,00BD
Freya,,Wolf,Snooty,Female,December 14,uff da,deer shirt,elegant umbrella,striking,gaudy,black,Modern,dignified,trendy,modern bed; modern table; hi-fi stereo; medicine chest; billiard table; metal guitar; kitschy clock; rock guitar; pinball machine; dart board;,Rockin' K.K.,stately wall,palace tile,Yes,ツンドラ,Lupita,Luppa,Freya,Freya,산드라,なのだわ,auuuff,auuuff,mon loulou,mon loulou,braul,uuuff,유행이야,No,,wol05,00BE
Fang,,Wolf,Cranky,Male,December 18,cha-chomp,icy shirt,bat umbrella,refined,cute,beige,Green,dignified,trendy,exotic bed; glass-top table; exotic chest; hi-fi stereo; dracaena; red vase; weeping fig; tall echoid; mega strumboid;,K.K. Calypso,shoji screen,red tile,Yes,シベリア,Colmillo,Pierrot,Grimm,Zanna,시베리아,ですダス,en-ñac,en-ñac,sagouin,sagouin,kraul,fabuuula,콜록콜록,No,,wol06,00BF
Poppy,,Squirrel,Normal,Female,August 5,nutty,rally shirt,mint umbrella,cute,refined,green,Classic,playful,retro,classic bed; classic buffet; sewing machine; classic sofa; retro stereo; rocking chair; tea set; weeping fig; exotic lamp; apple clock;,K.K. Lullaby,pastel-dot wall,kitschy tile,Yes,グミ,Encina,Irène,Trita,Granella,다람,デス,albricias,albricias,scratchy,scratchy,nussi,squittole,도톨도톨,Yes,,squ15,00C0
Carmen,,Rabbit,Peppy,Female,January 6,nougat,blue retro shirt,leaf umbrella,funky,refined,brown,Cabin,dignified,retro,lunar lander; lunar rover; rocket; satellite; space shuttle; Spaceman Sam; reel-to-reel; asteroid; mochi pestle; asteroid;,K.K. Technopop,lunar horizon,lunar surface,Yes,チョコ,Linda,Zoé,Hilda,Conny,초코,まじで,arcoiris,arcoiris,pinou-nou,pinou-nou,langohr,gnuf gnuf,진짜진짜,Yes,,rbt16,00C1
Clyde,,Horse,Lazy,Male,May 1,clip clawp,bubble gum shirt,red umbrella,cute,cool,colorful,Robo,playful,retro,watermelon table; pineapple bed; red boom box; orange chair; pear dresser; apple clock; melon chair;,K.K. Dixie,citrus wall,citrus carpet,Yes,デースケ,Moe,Dorian,Tommi,Lallo,마철이,ぴろぴろ,alfalfa,troteras,mouh-ouh,mouh-ouh,schauder,clop clop,다그닥,Yes,,hrs10,00C2
Pekoe,,Cub,Normal,Female,May 18,bud,hot spring shirt,paper parasol,cute,refined,brown,Exotic,playful,retro,exotic bed; exotic screen; exotic screen; exotic bench; exotic chest; red vase; exotic lamp; lady palm; lady palm; phonograph;,Imperial K.K.,exquisite wall,bamboo flooring,Yes,ジャスミン,Vera,Pauline,Sandrine,Mina,재스민,チャ,pitiminí,pitiminí,linou,linou,flüster,purrrimba,띵호아,Yes,,cbr14,00C3
Al,,Gorilla,Lazy,Male,October 18,hoo hoo ha,red warmup suit,yellow umbrella,cute,stylish,pink,Lovely,dignified,trendy,ball catcher; boxing mat; clothesline pole; ringside table; weight bench; sandbag; folding chair; scoreboard; tape deck; office locker;,Mr. K.K.,concrete wall,lab floor,Yes,たもつ,Álex,Gustave,Kokong,Gregorio,우락,ウヒョッ,chocolate,chocolate,ouba-oub,ouba-oub,uga-uga,bum bum,부락,Yes,,gor08,00C4
Iggly,,Penguin,Jock,Male,November 2,waddler,red bar shirt,gelato umbrella,funky,cool,blue,Kiddie,playful,trendy,backyard pool; elephant slide; writing desk; kiddie bed; kiddie dresser; writing chair; reel-to-reel; water bird; life ring; globe;,K.K. March,playroom wall,playroom rug,Yes,のりまき,Bobo,Urbain,Pingi,Piccio,김말이,クルクル,chirpi,chirpi,zoizo,zozio,plitsch,tubi tubi,펭글펭글,Yes,,pgn11,00C5
Gala,,Pig,Normal,Female,March 5,snortie,daisy shirt,daisy umbrella,cute,refined,pink,Lovely,playful,trendy,hinaningyo; claw-foot tub; cream sofa; dice stereo; candy machine; wobbelina; apple TV; barber's pole; Mrs. Flamingo;,Two Days Ago,kitchen wall,kitchen flooring,Yes,ためこ,Marita,Camille,Oinka,Lisetta,꽃지,ちゃりん,chanchi,chanchi,tigroin,tigroin,lächel,gruffeffè,땡그랑,Yes,,pig13,00C6
Gloria,,Duck,Snooty,Female,August 12,quacker,turnip top,zebra umbrella,stylish,fresh,black,Classic,dignified,trendy,ebony piano; modern table; red sofa; red sofa; fireplace; birdcage; Mr. Flamingo; cabana lamp; jukebox; anatomical model;,K.K. Blues,cityscape wall,checkered tile,Yes,スワンソン,Jarrea,Déborah,Gustavia,Pappy,마릴린,ぎゃくに,picodoro,picodoro,kwakos,kwakos,nerv,quacchio,유～후,Yes,,duk15,00C7
Moose,,Mouse,Jock,Male,September 13,shorty,big star shirt,busted umbrella,gaudy,cute,yellow,Cabana,dignified,trendy,retro stereo; screen; chalk board; office desk; dharma; lucky gold cat; retro TV; office chair; mahjong table;,K.K. Lament,modern wall,modern tile,Yes,ピン,Sato,Joachim,Mausbert,Aldo,핑,にゃろ,atiza,atiza,bééléé,bééléé,käääse,quink,짜샤,Yes,,mus14,00C8
Chester,,Cub,Lazy,Male,August 6,rookie,yellow bar shirt,leaf umbrella,funky,striking,green,Exotic,playful,retro,outdoor bath; exotic screen; exotic chest; exotic bench; tall lantern; deer scare; reel-to-reel; lady palm; exotic lamp;,Imperial K.K.,bamboo wall,shanty mat,Yes,パンタ,Osunio,Placide,Eduard,Clemente,팬타,だバンブ,ahivá,ahivá,pla-pla,pla-pla,baaambus,brupp,부끄,Yes,,cbr15,00C9
Mac,,Dog,Jock,Male,November 11,woo woof,red aloha shirt,leaf umbrella,stylish,subtle,red,Cabana,dignified,trendy,backyard pool; clothesline pole; beach chair; pike; red boom box; weeping fig; doghouse; weeping fig;,My Place,sky wall,tropical floor,Yes,チャンプ,Pit,Brutus,Wuffi,Teo,챔프,モグ,frusky,frusky,babines,babines,bellbell,arfidenti,우물우물,Yes,,dog14,00CA
Mott,,Lion,Jock,Male,July 10,cagey,pirate's coat,bat umbrella,cool,funky,aqua,Cabana,dignified,retro,bathtub; spa chair; amazing machine; washbasin; washbasin; metatoid; shower; bucket; fan palm; shower;,Marine Song 2001,bathhouse wall,bath tile,Yes,リック,Jones,Aimé,Leonhard,Leopold,릭,ハハハ,sapristi,sapristi,grif-grif,grif-grif,gröhl,groarrivo,하하하,Yes,,lon06,00CB
Gigi,,Frog,Snooty,Female,August 11,ribbette,beaded shirt,ribbon umbrella,stylish,cool,black,Regal,dignified,retro,regal bed; regal sofa; retro stereo; regal table; claw-foot tub; regal lamp; shower; white golf bag;,Only Me,cityscape wall,modern tile,No,リンダ,Cleo,Gloria,Violetta,Raganà,린다,ベイビィ,trebolito,trebolito,crôazou,crôazou,quaki,gurghigù,베이비,Yes,,flg16,00CC
Bettina,,Mouse,Normal,Female,June 12,eekers,chef's outfit,busted umbrella,subtle,gaudy,white,Cabana,playful,trendy,picnic table; kitchen sink; sink; refrigerator; potbelly stove; jukebox; range; pothos;,K.K. Swing,sweets wall,sweets floor,Yes,マルコ,Ottina,Sabrina,Schoki,Rattina,마르카,ですよね,piruleta,piruleta,skouik-ik,skouik-ik,achja,zink zink,내말이요,Yes,,mus15,00CD
Wendy,,Sheep,Peppy,Female,August 15,lambkins,watermelon shirt,gelato umbrella,funky,cute,white,Cabana,playful,retro,picnic table; hammock; high-end stereo; clothesline pole; weeping fig; shave-ice maker; melon chair; surfboard; watermelon chair;,K.K. Bossa,backyard fence,backyard lawn,Yes,みぞれ,Franela,Karen,Wolli,Agnola,눈송이,イシシ,joyita,joyita,bê-bê-bê,bê-bê-bê,wuschel,beee-ehi,꺄르르,Yes,,shp09,00CE
Knox,,Chicken,Cranky,Male,November 23,cluckling,one-way tee,red umbrella,refined,cute,brown,Regal,dignified,retro,bonfire; ship cannon; watering trough; covered wagon; treasure chest; barrel; wagon wheel; keg; birdcage;,K.K. Aria,basement wall,charcoal tile,No,キンカク,Tono,Wolfram,Tschiwi,Kalina,금끼오,せいッ,mazorca,mazorca,ra-ta-tak,ra-ta-tak,knusprig,uovole,하앗,Yes,,chn11,00CF
Sterling,,Eagle,Jock,Male,December 11,skraaaaw,scale armor suit,blue umbrella,striking,stylish,blue,Blue,playful,retro,screen; stair dresser; samurai suit; tea tansu; paper lantern; plum bonsai; sword; deer scare; tall lantern;,King K.K.,modern screen,planked tatami,No,ギンカク,Arni,Manfred,Horst,Beccodì,은수리,やあッ,mancuernas,mancuernas,skraaaaw,kaputt,krahkrah,chicchirò,호옷,Yes,,pbr07,00D0
Marcel,,Dog,Lazy,Male,December 31,non,chichi print,busted umbrella,refined,fresh,green,Regal,dignified,retro,hearth; samurai suit; phonograph; lucky cat; lefty lucky cat; lefty lucky cat; lucky cat;,Comrade K.K.,tea-room wall,tatami,No,もんじゃ,Eto,Ismaël,Ronaldo,Giosuè,에드워드,なんじゃ,colmillos,colmillos,miaouf,miaouf,tusch,snif snif,하옵소서,Yes,,dog15,00D1
