Name,Image,Icon,Species,Personality,Gender,Default Catchphrase,Default Top,Default Umbrella,Birthday,Fav Fashion,Least Fav Fashion,Fav Color,Coffee,Fav Saying,Move-In Type,Wallpaper,Floor,House Song,House Model,Furniture,RV Song,RV Items,RV Description,Skill,Skill ID,Goal,Goal ID,Siblings,Siblings ID,Notes,Name (English EU),Name (Japanese),Name (Spanish NA),Name (Spanish EU),Name (French NA),Name (French EU),Name (German),Name (Italian),Name (Korean),Catchphrase (English EU),Catchphrase (Japanese),Catchphrase (Spanish NA),Catchphrase (Spanish EU),Catchphrase (French NA),Catchphrase (French EU),Catchphrase (German),Catchphrase (Italian),Catchphrase (Korean),Version Added,Hex ID (1.0),Hex ID (1.4),Internal ID,New To Series
Dotty,,,Rabbit,Peppy,Female,wee one,blue-check tee,yellow umbrella,March 14,modern,official,black,,It's always a good hare day.,Starter,stripe wall,sleek carpet,K.K. Technopop,5,modern bed (Monochromatic - Modern plaid);shower stall;sleek table (Black);cream sofa;storage case;sleek lamp (Black);pachira;sleek side table (Black);sleek stereo (Black);laptop (White);small spotlight (Yellow);,-,-,-,home repair,f3C,tennis player,f14,youngest triplet,f06,,-,マーサ,Katia,Katia,Dorothée,Dorothée,Doro,Dotty,서머,-,ラン,trompis,trompis,lapinou,lapinou,uiui,caroté,룰루랄라,1.0,0110,0142,rbt01,No
Coco,,,Rabbit,Normal,Female,doyoing,dawn tee,leaf umbrella,March 1,iconic,ornate,beige,,Don't put off till tomorrow what you can do today.,Starter,garden wall,shanty mat,K.K. Dirge,3,bonfire;bonfire;exotic screen (Brown);exotic table (Brown);exotic screen (Brown);mega percoloid;rhythmoid;tootoid;mega rustoid;lamentoid;white pot (Zigzag);brown pot (Brown);,-,-,-,writing backward,f09,astronaut,f26,second of 5 kids,f1A,,-,やよい,Cocoloca,Cocoloca,Coco,Coco,Koko,Coco,이요,-,はにょ,toin-toin,toin-toin,touloulou,touloulou,hoppsa,evviva,삐용,1.0,0111,0143,rbt02,No
Snake,,,Rabbit,Jock,Male,bunyip,zipper shirt,camo umbrella,November 3,sporty,modern,black,,A good ninja is neither seen nor heard.,Starter,mortar wall,sandlot,K.K. Lullaby,3,outdoor bath;screen;samurai suit;black katana;white katana;circle banner (Circle);circle banner (Circle);beacon fire;blue vase;beacon fire;,-,-,-,playing jacks,m18,soccer player,m11,third quadruplet,m12,,-,モモチ,Rayo,Rayo,Jeannot,Jeannot,Philip,Razzo,닌토,-,ニンニン,boin-boing,boin-boing,mon lapin,mon lapin,hopplahopp,bun bun,닌닌,1.0,0112,0144,rbt03,No
Gaston,,,Rabbit,Cranky,Male,mon chou,swell tee,leopard umbrella,October 28,flashy,basic,green,,An ear for an ear leaves everyone deaf.,Starter,ramshackle wall,ramshackle floor,K.K. Dirge,0,cardboard table;sloppy bed (Aqua);wide-screen TV;sink;cardboard sofa;garbage can;reel-to-reel;vacuum cleaner;sloppy lamp (Aqua);massage chair;kettle;sloppy clock;,-,-,-,ventriloquism,m1E,tycoon,m29,eldest triplet,m04,,-,モサキチ,Gastón,Gastón,Gaston,Gaston,Gaston,Gaston,대길,-,ムホッ,mon chou,mon chou,cahuète,cahuète,herzblatt,cherie,쿨럭,1.0,0113,0145,rbt04,No
Gabi,,,Rabbit,Peppy,Female,honeybun,waffle tee,candy umbrella,December 16,ornate,official,brown,,The more the merrier.,Starter,rose wall,birch flooring,K.K. Love Song,4,regal bed (Royal yellow);upright piano;vibraphone;regal table (Royal yellow - Royal yellow);pachira;pink velvet stool;turntable;regal chair (Royal yellow);regal chair (Royal yellow);metronome;regal wall lamp (Royal yellow);,-,-,-,eating quickly,f24,pianist,f2F,fourth of 6 kids,f21,,-,ペチカ,Piluca,Piluca,Gaby,Gaby,Gabi,Gabri,패티카,-,だっち,mari,mari,mon lièvre,mon lièvre,liebling,mielito,꺄오,1.0,0114,0146,rbt05,No
Pippy,,,Rabbit,Peppy,Female,li'l hare,mint gingham tee,forest umbrella,June 14,basic,flashy,pink,,Fake it till you make it.,Starter,blue-trim wall,blue flooring,K.K. Mambo,1,kitchen island;chaise lounge (Cream);gold stereo;minimalist table (Ivory);minimalist dresser (Ivory);bromeliaceae;minimalist lamp (Ivory);refrigerator;stove;small magazine rack;revolving spice rack;minimalist clock (Ivory);air conditioner;,-,-,-,debating,f23,superhero,f27,eldest of 9 kids,f26,,-,ロッタ,Méloni,Méloni,Nadia,Nadia,Lotta,Pippi,로타,-,なのサ,pipita,pipita,ti’ lièvre,ti’ lièvre,hihi,gnaf,울랄라,1.0,0115,0147,rbt06,No
Tiffany,,,Rabbit,Snooty,Female,bunbun,spiderweb tee,elegant umbrella,January 9,rock 'n' roll,official,red,,What is cheap is most costly.,Starter,cityscape wall,red tile,K.K. Rock,5,sleek bed (Black);billiard table;hi-fi stereo;simple love seat (Red);billiard table;dartboard;aloe;simple armchair (Red);simple armchair (Red);small spotlight (Yellow);,-,-,-,oversleeping,f1D,CEO,f28,third of 4 sisters,f17,,-,バズレー,Tiffany,Tiffany,Tiphaine,Tiphaine,Michelle,Stefania,바슬레,-,ってさ,pompón,pompón,pinpin,pinpin,öhrchen,bunbun,라던데,1.0,0116,0148,rbt07,No
Genji,,,Rabbit,Jock,Male,otaku,misty tee,paper parasol,January 21,iconic,basic,green,,"Fall down seven times, get up eight.",Starter,gold screen wall,mossy carpet,King K.K.,0,outdoor bath;tatami bed;screen;tokonoma;paper lantern;biwa lute;tea table;hibachi;paper parasol;evening cicada;elder mask;,-,-,-,subsistence living,m20,politician,m1B,youngest of 6 kids,m23,,-,ゲンジ,Sumo,Sumo,Kali,Kali,Aki,Genji,토시,-,まろ,otaku,otaku,otaku,otaku,goseimas,otaku,땡글,1.0,0117,0149,rbt08,No
Ruby,,,Rabbit,Peppy,Female,li'l ears,bunny tee,leaf umbrella,December 25,modern,rock 'n' roll,yellow,,You can always take the red-eye.,Starter,lunar horizon,lunar surface,K.K. Ska,1,moon;lunar lander;rocket;satellite;lunar rover;slim quazoid;tall quazoid;asteroid;Spaceman Sam;,-,-,-,doing handstands,f14,photographer,f09,only child,f01,,-,ルナ,Rubí,Rubí,Rubis,Rubis,Rubina,Rubina,루나,-,フツーに,orejitas,orejitas,n'oreille,n'oreille,paffpaff,orecchine,보통이지,1.0,0118,014A,rbt09,No
Doc,,,Rabbit,Lazy,Male,old bunny,vertigo tee,blue umbrella,March 16,official,flashy,aqua,,One cannot live on carrots alone.,Starter,classroom wall,classroom floor,Pondering,5,ebony piano (Black);large bookshelf;ringside table (Beige);chalkboard (Blank);high-end stereo;office locker;pink velvet stool;mop;righty desk (Blue);righty desk (Blue);pop-up book;school speaker;,-,-,-,typing,m0B,programmer,m1F,older twin brother,m02,,-,トビオ,Crispín,Crispín,Doc,Doc,Gustl,Doc,토니,-,ですね,y tal,y tal,morbleu,morbleu,hasi,soufflé,그렇잖아,1.0,0119,014B,rbt10,No
Claude,,,Rabbit,Lazy,Male,hopalong,dark polka tee,blue umbrella,December 3,modern,historical,black,,Don't judge a rabbit by its ears.,Move-in,stone wall,monochrome floor,Pondering,5,natural table (Dark brown);elegant bench (Red and brown);brown seat (Brown);whiteboard (Blank);retro stereo;elegant chair (Red and brown);elegant chair (Red and brown);rubber tree;natural lamp (Vermilion);board game;donut box;potted ivy;,Pondering,stone wall;monochrome floor;natural table (Dark brown);elegant chair (Red and brown);elegant bench (Red and brown);elegant chair (Red and brown);natural lamp (Banana yellow);glass teapot (Rose-hip tea);donut box;cup of tea (Rose-hip tea);board game,"Claude loves sitting down to a board game with a group of friends. He'll even let you cheat, as long as you don't hog all the snacks.",calculating tips,m21,superhero,m27,second of 6 kids,m1F,,-,ビネガー,Pablo,Pablo,Claude,Claude,Claude,Claude,비니거,-,ぶいぶい,hópala,hópala,sans rire,sans rire,hüpfauf,hoppela,아으셔,1.4,-,014C,rbt11,No
Francine,,,Rabbit,Snooty,Female,karat,dark polka tee,ribbon umbrella,January 22,ornate,historical,blue,,You can't have wise men if you don't have fools too.,Starter,blue wall,blue flooring,I Love You,4,pine table (Green);blue bookcase (Blue);minimalist sofa (Ivory);minimalist dresser (Ivory);minimalist vanity (Ivory);petal parasol;blue dresser (Blue);turntable;minimalist ottoman (Ivory);electric kettle;air conditioner;,-,-,-,pretending to sleep,f25,designer,f08,eldest of 4 kids,f11,,-,フランソワ,Natacha,Natacha,Nadine,Nadine,Manu,Franca,프랑소와,-,ルララ,kaninchen,kaninchen,carotte,carotte,hey man,lulalà,쇼봉,1.0,011A,014D,rbt12,No
Chrissy,,,Rabbit,Peppy,Female,sparkles,lite polka tee,ribbon umbrella,August 28,cute,iconic,pink,,A fool and her Bells are soon parted.,Starter,lovely wall,diner tile,K.K. Waltz,4,lovely bed (Lovely pink - Lovely pink);lovely kitchen (Lovely pink);mermaid shelf;lovely dresser (Lovely pink);cream sofa;natty tee;lovely lamp (Lovely pink - Lovely pink);Mama bear (Blank);phonograph;flower table (Pink);bunny hood;regal wall lamp (Royal yellow);,-,-,-,staying awake,f26,model,f0E,youngest of 4 sisters,f18,,-,クリスチーヌ,Lali,Lali,Kristine,Kristine,Anne,Natascha,크리스틴,-,リララ,mimomimo,mimomimo,hop,hop,knuddl,lilalà,샤방,1.0,011B,014E,rbt13,No
Hopkins,,,Rabbit,Lazy,Male,thumper,racer tee,blue dot parasol,March 11,sporty,ornate,yellow,,A wise man gives danger a wide berth.,Move-in,kiddie wall,yellow flooring,I Love You,2,standing TV (White);pastel low table (Peach);green bench (Middle green);dice stereo;giant Game Boy;Disk Writer;round cushion (Red);Wii Balance Board;milk carton (Milk);Wii U console (White);,I Love You,kiddie wall;yellow flooring;standing TV (Sky blue);giant Game Boy;Disk Writer;pastel low table (Aqua);Wii U console (Black);round cushion (Aqua green);milk carton (Orange juice);New Nintendo 3DS XL (Metallic black),"Now, now...Hopkins doesn't just go camping to sit in his van and play video games. He also drinks orange juice in there.",oversleeping,m1D,chef,m20,youngest quintuplet,m1D,,-,プースケ,Saltiago,Saltiago,Grignote,Grignote,Poldi,Azeglio,홉킨스,-,ぷぅ,vida extra,vida extra,pfui,pfui,puschel,siiigh,뿌우,1.4,-,014F,rbt14,No
O'Hare,,,Rabbit,Smug,Male,amigo,blue aloha tee,beach umbrella,July 24,modern,ornate,orange,,It's not old; it's vintage.,Starter,sea view,tropical floor,K.K. Island,5,pine table (Green);cupid bench;cupid bench;kayak;hammock (Purple - Purple);pachira;reel-to-reel;mini drilloid;beach table (Blue and white);lantern;,-,-,-,air guitar,m35,musician,m2F,second quintuplet,m1A,,-,サントス,Ernesto,Ernesto,Civet,Civet,Nico,Fritz,산토스,-,アミーゴ,tralarí,tralarí,pécaïre,pécaïre,amigo,amigo,아미고,1.0,011C,0150,rbt15,No
Carmen,,,Rabbit,Peppy,Female,nougat,mint gingham tee,leaf umbrella,January 6,modern,sporty,brown,,Absence makes the heart grow fonder.,Starter,alpine wall,alpine rug,K.K. Technopop,4,large alpine table (Natural - Nature);modern wood bed (Standard - Tree);flat-screen TV;alpine dresser (Natural - Nature);alpine sofa (Natural - Nature);alpine lamp (Natural - Nature);dekkoid;reel-to-reel;alpine kitchen cart (Natural - Nature);alpine shelf (Natural - Nature);electric kettle;alpine panel (Nature);,-,-,-,ventriloquism,f1E,movie director,f0D,eldest of 7 kids,f24,,-,チョコ,Linda,Linda,Zoé,Zoé,Hilda,Conny,초코,-,まじで,arcoíris,arcoíris,pinou-nou,pinou-nou,langohr,gnuf gnuf,진짜진짜,1.0,011D,0151,rbt16,No
Bonbon,,,Rabbit,Peppy,Female,deelish,chocomint tee,picnic umbrella,March 3,cute,historical,white,,Hindsight is always 20/20.,Starter,modern wood wall,sleek carpet,K.K. Disco,0,patchwork table (Pop color);modern wood bed (Standard - Tree);dice stereo;modern wood sofa (Standard);home-computer rack;modern wood closet (Standard);modern wood stool (Standard);patchwork lamp (Pop color);coconut palm;modern wood clock (Standard);,-,-,-,competitive eating,f1F,swimmer,f13,youngest of 2 kids,f08,,-,ミミィ,Chocolat,Chocolat,Sylvette,Sylvette,Henrike,Lolly,미미,-,ヤバッ,oh lalá,oh lalá,nananère,nananère,hüppi,hurrah,어뜨케,1.0,011E,0152,rbt17,Yes
Cole,,,Rabbit,Lazy,Male,duuude,citrus tee,ghost umbrella,August 10,modern,rock 'n' roll,black,,Little pitchers have big ears.,Starter,garden wall,bamboo flooring,Spring Blossoms,3,cabana bed (Plain - White);cabana dresser (Plain);cabana table (Plain);cabana table (Plain);cabana screen (Plain);retro fridge;rubber tree;weeping fig;cabana lamp (Plain);cassette player (Red);sunflower;poinsettia;wall fan;,-,-,-,drawing circles,m2B,painter,m02,only child,m01,,-,アマミン,Nicolás,Nicolás,Épicure,Épicure,Karl,Lello,아마민,-,そうさね,muyayo,muyayo,chaaauuud,chaaauuud,mümml,niglio,나도나도,1.0,011F,0153,rbt18,Yes
Mira,,,Rabbit,Big sister,Female,cottontail,red-zap suit,red umbrella,July 6,rock 'n' roll,basic,yellow,,Always help a friend in need.,Starter,astro wall,astro floor,K.K. Tango,1,spherical radar;astro TV (Orange and white);astro bed (Orange and white);astro table (Orange and white);astro dresser (Orange and white);astro closet (Orange and white);red-zap suit;astro CD player (Orange and white);astro chair (Orange and white);makeup case;small spotlight (Yellow);astro clock (Orange and white);,-,-,-,telling jokes,f31,makeup artist,f16,younger twin sister,f03,,-,ミラコ,Amparo,Amparo,Grisette,Grisette,Mira,Martina,미랑,-,だムーン,muesli,muesli,auch auch,auch auch,jahopp,baffoplà,거봐라,1.0,0120,0154,rbt19,Yes
Toby,,,Rabbit,Smug,Male,ribbit,Kerokerokeroppi top,ghost umbrella,July 10,cute,ornate,green,,"Toby or not Toby? I don't know, I'm asking you.",RV invitation,Kerokerokeroppi wall,gray patterned floor,King K.K.,3,tranquil bridge;shoji bench;shoji bench;shoji bench;Kerokerokeroppi tray;Kerokerokeroppi doll;stone lantern;stone lantern;Kerokerokeroppi cake;,King K.K.,Kerokerokeroppi wall;gray patterned floor;Kerokerokeroppi top;Kerokerokeroppi pins;green gingham shorts;red striped socks;green loafers;suspenders shirt;Kerokerokeroppi tray;shoji bench;stone lantern;Kerokerokeroppi tray;tranquil bridge;Kerokerokeroppi doll;Kerokerokeroppi cake,"If Toby put as much time into maintaining his camper as he does into his Kerokerokeroppi collection, he wouldn't have to take it to the shop all the time. ",swimming,c08,weatherperson,c08,youngest of 5 kids,m18,,-,トビー,Toby,Toby,Toby,Toby,Toby,Toby,토비,-,けろけろ,keroppi,keroppi,kérocarot,kérocarot,kerokero,kerokero,케로케로,1.4,-,0155,rbt20,Yes
Tank,,,Rhino,Jock,Male,kerPOW,No. 1 shirt,gelato umbrella,May 6,rock 'n' roll,modern,green,,Remember to keep your core muscles engaged!,Starter,garden wall,sandlot,K.K. Lament,0,outdoor bath;tree standee;clothesline pole (White shirt);mountain bike (Green and yellow);ringside table (Beige);well;tape deck;tall gongoid;deer scare;tall lantern;ponderosa bonsai;quince bonsai;,-,-,-,doing push-ups,m3E,cartoonist,m03,younger twin brother,m03,,-,くるぶし,Aníbal,Aníbal,Ben,Ben,Frank,Rinaldo,탱크,-,ですサイ,tapumba,tapumba,kaboum,kaboum,rumpel,zamperù,아뿔소,1.0,0121,0156,rhn00,No
Rhonda,,,Rhino,Normal,Female,bigfoot,corseted shirt,lacy parasol,January 24,ornate,iconic,white,,Don't look down your nose at people!,Starter,mosaic wall,round carpet,K.K. Ballad,3,regal bed (Royal yellow);regal dresser (Royal yellow);mermaid shelf;retro stereo;regal sofa (Royal yellow);marshmallow chair (Light beige);mega lullaboid;pachira;mermaid lamp;regal wall lamp (Royal yellow);,-,-,-,magic tricks,f04,writer,f01,only child,f01,,-,ユメコ,Ronda,Ronda,Renée,Renée,Regina,Roby,론다,-,ンフ,jip-jip,jip-jip,grand pied,grand pied,stampf,piedone,훗,1.0,0122,0157,rhn01,No
Spike,,,Rhino,Cranky,Male,punk,skull tee,spider umbrella,June 17,rock 'n' roll,basic,blue,,Keep your eye on the ball.,Move-in,concrete wall,terrace rug,K.K. House,2,modern bed (Monochromatic - Modern plaid);shower stall;brown seat (Brown);hanger rack (Ladies');mountain bike (Green and yellow);succulent plant;skateboard rack (Gradient);square minitable (Light wood);jukebox;desktop TV;pitcher plant;air conditioner;,K.K. House,concrete wall;terrace rug;simple panel (Black - Black);square minitable (Black);hanger rack (Men's);skateboard rack (Graphic);succulent plant;mountain bike (Black and red);brown seat (Brown);desktop TV,"With his punk-rock looks and gruff demeanor, Spike can be a little scary. But if you like to skate, he'll be your BFF in a heartbeat.",climbing trees,m3D,actor,m2C,third of 4 kids,m0E,,-,スクワット,Cornio,Cornio,Rhino,Rhino,Atze,Bruto,스쿼트,-,でヤンキ,granuja,granuja,saperlotte,saperlotte,punk,pachi,빠직,1.4,-,0158,rhn02,No
Hornsby,,,Rhino,Lazy,Male,schnozzle,chevron shirt,camo umbrella,March 20,basic,ornate,brown,,You can't hit a mosquito with a horseshoe.,Move-in,dirt-clod wall,old board floor,K.K. Lament,1,large tea table;zen desk;retro stereo;sink;minifridge;futon mattress (Crosshatch);basic trash can (Light wood);trash bags (White);folk guitar;milk carton (Milk);stacked magazines (Fashion);dinnerware (Before use);ramen cup;wall fan;autograph cards (Musician's autograph);,K.K. Lament,dirt-clod wall;old board floor;zen desk;minifridge;record box (Cardboard);basic trash can (Dark wood);trash bags (White);futon mattress (Crosshatch);strapped books;stacked magazines (Music);ramen cup,"Hornsby's low-key comedy tour starts at the campground! So far, it's just knock-knock jokes. We should keep him and Shrunk from ever meeting up...",bunting,m39,artist,m2D,youngest of 3 kids,m0B,,-,みつお,Rino,Rino,Cornio,Cornio,Rüdiger,Rino,뿌람,-,のネン,narigón,narigón,euh,euh,schneuzel,splush,뿔뿔,1.4,-,0159,rhn04,No
Merengue,,,Rhino,Normal,Female,shortcake,chef's outfit,candy umbrella,March 19,official,flashy,beige,,Life is a piece of cake.,Starter,pastel-dot wall,pastel-dot rug,K.K. Stroll,4,kitchen island;minimalist table (Ivory);sweets sofa;sweets table;dessert case;refrigerator;caladium;phonograph;soft-serve lamp (Vanilla);minimalist minitable (Ivory);chocolate fountain (Milk chocolate);tea set;red tulips;potted ivy;pot rack;,-,-,-,doodling,f3B,pastry chef,f1B,eldest triplet,f04,,-,パティ,Natura,Natura,Patty,Patty,Maria,Irina,스트로베리,-,でシュガ,fresitas,fresitas,ma fraise,ma fraise,trarapp,rien,베리베리,1.0,0123,015A,rhn07,Yes
Renée,,,Rhino,Big sister,Female,yo yo yo,sailor's tee,elegant umbrella,May 28,rock 'n' roll,basic,purple,,Reckless youth makes rueful age.,Starter,chain-link fence,sandlot,Surfin' K.K.,3,clothesline pole (White shirt);cardboard sofa;chalkboard (Blank);ringside table (Beige);manhole cover;garbage pail;school chair;boxing barricade;boxing barricade;cassette player (Red);,-,-,-,making puns,f2F,marathon runner,f15,fourth of 6 kids,f21,,-,おさい,Rina,Rina,Rina,Rina,Ilona,Renata,뿔님이,-,パネェ,purrum,purrum,badaboum,badaboum,bomm,stomp,킁킁,1.0,0124,015B,rhn08,Yes
Vesta,,,Sheep,Normal,Female,baaaffo,fall plaid tee,elegant umbrella,April 16,historical,rock 'n' roll,orange,,No sweater off my back.,Starter,ranch wall,backyard lawn,K.K. Steppe,1,ranch couch (Natural);old sewing machine;fireplace;classic bookcase (Brown);snowy sweater;icy shirt;turntable;exotic end table (Brown);spinning wheel;candle;gerbera;sewing machine;sconce;,-,-,-,computing,f01,archaeologist,f23,eldest of 7 kids,f24,,-,メリヤス,Vesta,Vesta,Hélaine,Hélaine,Dolly,Lanella,메리어스,-,なのね,beeeibi,beeeibi,pupull,pupull,bäääh,beeeby,쩝,1.0,0125,015C,shp00,No
Baabara,,,Sheep,Snooty,Female,daahling,purple tie-dye tee,ribbon umbrella,March 28,ornate,flashy,brown,,Don't just follow the flock.,Starter,arched window,rococo floor,K.K. Swing,4,ebony piano (Black);cabana dresser (Plain);classic buffet (Brown - Brown);classic sofa (Brown);bass;turntable;classic table (Brown - Brown);pachira;antique clock;tea set;poinsettia;,-,-,-,drawing circles,f2B,aesthetician,f19,third of 6 kids,f20,,-,トロワ,Beelén,Beelén,Bêêtty,Bêêtty,Babsi,Bea,트로와,-,アンドゥ,peeelusa,peeelusa,chêêêri,chêêêri,däääää,breeezza,앤쥬,1.0,0126,015D,shp01,No
Eunice,,,Sheep,Normal,Female,lambchop,red-grid tee,melon umbrella,April 3,basic,ornate,black,,There is a point to every encounter.,Starter,blue-trim wall,round carpet,K.K. Waltz,2,ebony piano (Black);retro stereo;classic sofa (Brown);classic buffet (Brown - Brown);minimalist lamp (Ivory);spring shirt;pink velvet stool;mega puffoid;weeping fig;morning glory (Blue flower);cuckoo clock;,-,-,-,dusting,f36,hairstylist,f07,middle triplet,f05,,-,モヘア,Lanolina,Lanolina,Bérénice,Bérénice,Edith,Tenerina,곱슬이,-,メェー,chuletita,chuletita,bêbêêêêh,bêbêêêêh,la-a-amm,laaagna,메에에,1.0,0127,015E,shp02,No
Stella,,,Sheep,Normal,Female,baa-dabing,aurora knit shirt,picnic umbrella,April 9,ornate,basic,pink,,100% Natural Fiber.,Move-in,rose wall,herringbone floor,Only Me,3,classic bed (Brown - White);alpine dresser (Natural - Nature);natural low table (Dark brown);alpine sofa (Natural - Nature);classic screen;basket chair (Natural brown - White);yarn basket;classic table (Brown - Brown);aloe;bowl sink (Light wood);stack of clothes (Colorful shirts - Red shirt);sewing machine;flower wreath (White beige);corkboard (Footprint);,Only Me,rose wall;herringbone floor;natural low table (Light brown);classic screen;bowl sink (Light wood);round pillow (Green);yarn basket;basket chair (Natural brown - White);stack of clothes (Colorful shirts - Red shirt);sewing machine,"Campground feeling a bit chilly? Stop by Stella's camper for a  handwoven scarf. They're acrylic, mind you, but they're as soft as real wool.",magic tricks,f04,professor,f1D,eldest of 3 sisters,f0E,,-,アクリル,Merina,Merina,Bigoudi,Bigoudi,Stella,Merina,아크릴,-,ウール,no veeeas,no veeeas,mon agneau,mon agneau,badabing,beeene,울,1.4,-,015F,shp03,No
Cashmere,,,Sheep,Snooty,Female,baaaby,nebula tee,modern umbrella,April 2,flashy,iconic,red,,100% Wool.,Move-in,kitchen wall,block flooring,K.K. Country,4,ranch table (Natural);glass screen (Light wood);kitchen counter;kitchen stove;kitchen refrigerator;rolling closet;standing sink;curry plate (Vada curry);cutting-board set;paella;ranch wall rack (Natural);air conditioner;,K.K. Country,kitchen wall;block flooring;standing sink;rolling closet;kitchen stove;glass screen (Beige);kitchen counter;paella;curry plate (Vada curry);cutting-board set,"Cashmere can't live without her famous paella, but with this fancy new van, she doesn't have to! She'll offer you some too... IF you know what it is.",peeling apples,f34,chef,f21,eldest of 4 kids,f11,,-,ラムール,Cachemir,Cachemir,Cashmir,Cashmir,Lana,Cashmere,캐시미어,-,ありんす,peeeque,peeeque,bêllissime,bêllissime,bäääby,beensì,포근포근,1.4,-,0160,shp04,No
Willow,,,Sheep,Snooty,Female,bo peep,bad plaid tee,lacy parasol,November 26,cute,historical,white,,You can't fight your genes.,Starter,stately wall,palace tile,K.K. Étude,2,regal bed (Royal yellow);regal table (Royal yellow - Royal yellow);retro stereo;rococo dresser (Gothic brown);rubber tree;regal lamp (Royal yellow - Royal yellow);bass;harp;music stand;moth orchid;,-,-,-,playing old maid,f2D,designer,f08,second of 3 sisters,f0F,,-,マリー,Cuqui,Cuqui,Maï,Maï,Natascha,Belinda,마리,-,ですのよ,babeeebí,babeeebí,tourni,tourni,blö-ö-ök,babeeebí,됐거든,1.0,0128,0161,shp07,No
Curlos,,,Sheep,Smug,Male,shearly,reggae tee,sunny parasol,May 8,rock 'n' roll,modern,yellow,,"If you want to know yourself better, ask your neighbors.",Starter,red tile wall,ceramic tile,K.K. Samba,1,pine table (Green);foosball table;flat-screen TV;gold stereo;simple love seat (Red);tall timpanoid;drilloid;folk guitar;soccer tee;lady palm;electric kettle;poinsettia;,-,-,-,calculating tips,m21,actor,m2C,eldest quadruplet,m10,,-,カルロス,Carnerio,Carnerio,Tonton,Tonton,Locke,Boccolo,카를로스,-,ベイビー,lanitas,lanitas,toison,toison,zottel,hermoso,자기야,1.0,0129,0162,shp08,No
Wendy,,,Sheep,Peppy,Female,lambkins,watermelon tee,gelato umbrella,August 15,flashy,historical,white,,Every cloud has a silver lining.,Starter,lunar horizon,ski-slope floor,K.K. Bossa,1,watermelon table (Red watermelon);pineapple bed;ice-cream case;cupid bench;cupid bench;grapefruit table;retro fridge;kiwi stool (Green);kiwi stool (Green);soft-serve lamp (Vanilla);shaved-ice maker;juicy-apple clock (Red apple);,-,-,-,ventriloquism,f1E,violinist,f2E,youngest of 3 kids,f0D,,-,みぞれ,Franela,Franela,Karen,Karen,Wolli,Agnola,눈송이,-,イシシ,joyita,joyita,bê-bê-bê,bê-bê-bê,wuschel,beee-ehi,꺄르르,1.0,012A,0163,shp09,No
Timbra,,,Sheep,Snooty,Female,pine nut,giraffe tee,maple umbrella,October 21,ornate,iconic,brown,,Don't pine for the past.,Starter,lattice wall,old board floor,K.K. Cruisin',1,exotic bed (Brown - Gray);exotic chest (Brown);stair dresser;exotic bench (Brown);exotic table (Brown);tall clankoid;green lamp (Middle green - Orange);classic table (Brown - Brown);turntable;green pantry (Middle green);pine bonsai;ponderosa bonsai;mugho bonsai;potted ivy;,-,-,-,spoon bending,f2C,stylist,f18,older twin sister,f02,,-,つかさ,Hebra,Hebra,Sélène,Sélène,Tippsi,Ambra,잔디,-,まつわ,yalovéees,yalovéees,barbiche,barbiche,bwäääh,pecoramè,달려,1.0,012B,0164,shp10,Yes
Frita,,,Sheep,Big sister,Female,oh ewe,reggae tee,eggy parasol,July 16,flashy,official,yellow,,Don't sweat the small potatoes.,Starter,kitchen wall,ceramic tile,K.K. Rockabilly,4,picnic table (Red gingham);picnic table (Red gingham);dessert case;salad bar;kiddie stereo (Colorful);soft-serve lamp (Vanilla);soda fountain;soda case;popcorn machine;neon sign;air conditioner;,-,-,-,chopping vegetables,f35,chef,f21,eldest of 8 kids,f25,,-,ウェンディ,Ovinia,Ovinia,Clarabêl,Clarabêl,Martina,Landa,웬디,-,だポテ,berebé,berebé,mouêêê,mouêêê,knuddel,beee la la,포테토,1.0,012C,0165,shp11,Yes
Muffy,,,Sheep,Big sister,Female,nightshade,natty tee,zebra umbrella,February 14,ornate,basic,black,,There's a black sheep in every family.,Starter,sleek wall,sleek carpet,K.K. Sonata,1,rococo bed (Gothic brown);rococo dresser (Gothic brown);rococo sofa (Gothic brown);rococo sofa (Gothic brown);rococo table (Gothic brown);rococo vanity (Gothic brown);pink velvet stool;phonograph;rococo clock (Gothic brown);fancy doll;rococo candlestick (Gothic brown);,-,-,-,writing about pickles,f1C,dermatologist,f17,only child,f01,,-,フリル,Muaré,Muaré,Charlène,Charlène,Marion,Morena,프릴,-,おつかれ,lanas,lanas,tricoti,tricoti,knuffi,lanadà,수고,1.0,012D,0166,shp12,Yes
Pietro,,,Sheep,Smug,Male,honk honk,dawn tee,modern umbrella,April 19,flashy,basic,colorful,,Be the class clown.,Starter,illusion wall,illusion floor,K.K. Parade,5,balloon table;balloon bed;dice stereo;crane game;colorful wheel;rocking horse;rocking horse;balloon lamp;balloon lamp;balloon clock;,-,-,-,making crafts,m04,artist,m2D,eldest of 3 kids,m09,,-,ジュペッティ,Kikolor,Kikolor,Pietro,Pietro,Pietro,Giulivo,피엘,-,グフフ,moquimoqui,moquimoqui,bamboche,bamboche,helau,peco peco,므흐흐,1.0,012E,0167,shp13,Yes
